schema_version,timestamp_ms,session_id,config_id,vesc_vin_V,vesc_battery_A,vesc_motor_A,vesc_duty,vesc_erpm,vesc_mosfet_C,vesc_motor_or_safety_ntc_C,pack1_C,pack2_C,pack3_C,pack4_C,pack5_C,pack6_C,enclosure_C,water_adc,water_alarm,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,amp_hours,watt_hours,fault_code,remote_ok,sd_ok,gps_lat,gps_lon,gps_speed_mps,gps_course_deg,gps_fix_quality,sim_state,sim_attempt_id,sim_outcome,scenario
1.0.0,2300,2026-08-10-001,FOIL_001,50.343628,0.146292,0.181753,0.046412,830.353945,22.990538,22.596172,21.647708,21.754881,21.780637,21.823909,21.961281,22.006675,21.999555,3861.401398,False,0.004845,0.026213,0.949754,0.832589,0.030667,1.216583,0.000094,0.004713,0,True,True,40.552400,-105.162795,0.096455,27.861384,2,IDLE,-1,NONE,Learning session
1.0.0,2400,2026-08-10-001,FOIL_001,50.344324,0.130017,0.162921,0.054231,429.625880,22.990127,22.596005,21.604214,21.661867,21.795083,21.829098,21.880840,21.982153,21.999535,3849.343314,False,-0.009403,-0.000088,1.019060,-3.607067,-5.085185,-0.815202,0.000097,0.004894,0,True,True,40.552401,-105.162801,0.000000,29.400280,2,IDLE,-1,NONE,Learning session
1.0.0,2500,2026-08-10-001,FOIL_001,50.343811,0.141864,0.185577,0.050918,882.332644,22.989718,22.595839,21.602026,21.663687,21.864622,21.802391,21.867062,21.953902,21.999516,3848.976534,False,0.051982,-0.065253,0.930123,-2.014765,-0.118363,0.008068,0.000101,0.005093,0,True,True,40.552406,-105.162799,0.094859,28.639144,2,IDLE,-1,NONE,Learning session
1.0.0,2600,2026-08-10-001,FOIL_001,50.343529,0.148352,0.180922,0.052898,1025.198460,22.989309,22.595674,21.591481,21.678461,21.774024,21.877652,21.932741,21.898945,21.999496,3832.650649,False,0.039968,-0.040703,0.997674,-0.158505,-0.193717,0.155900,0.000105,0.005300,0,True,True,40.552401,-105.162796,0.191002,28.165142,2,IDLE,-1,NONE,Learning session
1.0.0,2700,2026-08-10-001,FOIL_001,50.344407,0.127852,0.171231,0.037784,-36.010100,22.988899,22.595507,21.652299,21.680831,21.751212,21.826719,21.869385,21.965446,21.999477,3880.712044,False,-0.127333,-0.029636,0.951967,9.229971,-3.474568,2.330261,0.000109,0.005479,0,True,True,40.552403,-105.162800,0.127524,27.153585,2,IDLE,-1,NONE,Learning session
1.0.0,2800,2026-08-10-001,FOIL_001,50.343843,0.140897,0.175365,0.044942,855.335008,22.988490,22.595341,21.634366,21.714781,21.735332,21.830900,21.889018,21.972349,21.999458,3833.286555,False,-0.020207,-0.020084,1.002827,5.811070,-6.629353,-0.365476,0.000113,0.005676,0,True,True,40.552400,-105.162803,0.162729,26.109748,2,IDLE,-1,NONE,Learning session
1.0.0,2900,2026-08-10-001,FOIL_001,50.343718,0.143714,0.185980,0.031617,710.994959,22.988081,22.595176,21.664537,21.740115,21.769570,21.830774,21.929310,21.888130,21.999438,3865.125719,False,-0.081047,-0.034727,0.985723,-6.484778,-3.318310,2.127321,0.000117,0.005877,0,True,True,40.552399,-105.162801,0.000000,26.756544,2,IDLE,-1,NONE,Learning session
1.0.0,3000,2026-08-10-001,FOIL_001,50.343623,0.145850,0.182154,0.047292,599.907786,22.987673,22.595010,21.603421,21.713344,21.747772,21.811134,21.924200,21.941350,21.999419,3866.725181,False,-0.119037,0.048022,1.064688,0.569085,-15.416656,3.782935,0.000121,0.006081,0,True,True,40.552402,-105.162797,0.217044,28.470374,2,IDLE,-1,NONE,Learning session
1.0.0,3100,2026-08-10-001,FOIL_001,50.344367,0.128466,0.168884,0.048261,692.370212,22.987263,22.594844,21.644534,21.678375,21.734590,21.833500,21.891351,22.010011,21.999399,3851.554343,False,0.032647,0.044078,0.960510,-5.766653,4.540661,-2.292767,0.000124,0.006261,0,True,True,40.552404,-105.162797,0.148249,27.562266,2,IDLE,-1,NONE,Learning session
1.0.0,3200,2026-08-10-001,FOIL_001,50.343702,0.143862,0.184939,0.051428,694.782079,22.986855,22.594678,21.640502,21.611285,21.780903,21.828104,21.851744,21.923480,21.999380,3865.230665,False,-0.076982,0.099097,0.928034,1.599663,-11.231302,2.745593,0.000128,0.006462,0,True,True,40.552402,-105.162798,0.008109,29.298695,2,IDLE,-1,NONE,Learning session
1.0.0,3300,2026-08-10-001,FOIL_001,50.343764,0.142326,0.181012,0.025953,308.942799,22.986447,22.594513,21.565263,21.700249,21.759653,21.799159,21.923883,21.980264,21.999361,3843.672945,False,-0.089889,0.056817,0.836660,-4.231427,-3.396587,1.839377,0.000132,0.006661,0,True,True,40.552401,-105.162800,0.105952,29.144395,2,IDLE,-1,NONE,Learning session
1.0.0,3400,2026-08-10-001,FOIL_001,50.343860,0.140008,0.184370,0.035259,515.941050,22.986039,22.594347,21.621440,21.703488,21.792561,21.825924,21.925892,21.894984,21.999342,3877.619208,False,-0.021242,-0.021724,1.061119,-1.207852,-0.770113,-6.497511,0.000136,0.006857,0,True,True,40.552401,-105.162800,0.097095,27.832643,2,IDLE,-1,NONE,Learning session
1.0.0,3500,2026-08-10-001,FOIL_001,50.344044,0.135669,0.168037,0.041428,844.447396,22.985630,22.594181,21.597735,21.652899,21.746588,21.855212,21.873599,21.979253,21.999322,3882.871793,False,-0.210983,0.095547,1.035206,1.140551,3.054091,-5.030927,0.000140,0.007046,0,True,True,40.552403,-105.162806,0.236374,28.071728,2,IDLE,-1,NONE,Learning session
1.0.0,3600,2026-08-10-001,FOIL_001,50.343667,0.144352,0.181381,0.029115,554.714841,22.985223,22.594016,21.623013,21.666429,21.774926,21.849747,21.892866,21.928625,21.999303,3845.705330,False,-0.060534,-0.070843,0.946431,4.629262,-12.510598,1.619786,0.000144,0.007248,0,True,True,40.552399,-105.162795,0.042905,28.157591,2,IDLE,-1,NONE,Learning session
1.0.0,3700,2026-08-10-001,FOIL_001,50.344055,0.135235,0.171983,0.043122,223.179321,22.984814,22.593850,21.607967,21.703521,21.780587,21.916517,21.878792,22.032560,21.999284,3856.465777,False,0.049108,0.021080,1.188889,-5.705483,-0.021433,3.504622,0.000148,0.007437,0,True,True,40.552404,-105.162803,0.324661,26.991217,2,IDLE,-1,NONE,Learning session
1.0.0,3800,2026-08-10-001,FOIL_001,50.343199,0.155063,0.202906,0.051399,1622.829756,22.984408,22.593685,21.602468,21.661908,21.776804,21.894330,21.929104,21.974488,21.999265,3840.938894,False,-0.049176,0.128002,0.987109,7.720006,0.552928,-1.795969,0.000152,0.007654,0,True,True,40.552400,-105.162794,0.227171,28.460669,2,IDLE,-1,NONE,Learning session
1.0.0,3900,2026-08-10-001,FOIL_001,50.343878,0.139188,0.177361,0.056223,1104.229133,22.984001,22.593520,21.653160,21.691978,21.747861,21.795837,21.903514,21.992421,21.999245,3866.413308,False,-0.034746,-0.113958,0.872465,-5.297246,1.740113,-0.013253,0.000156,0.007849,0,True,True,40.552401,-105.162799,0.283298,27.833409,2,IDLE,-1,NONE,Learning session
1.0.0,4000,2026-08-10-001,FOIL_001,50.343258,0.153534,0.189791,0.053331,1103.839742,22.983595,22.593355,21.663324,21.717490,21.799324,21.818698,21.856379,22.006127,21.999226,3885.169549,False,-0.072030,0.029815,1.011771,-3.348541,2.857611,-0.905889,0.000160,0.008064,0,True,True,40.552401,-105.162796,0.201476,26.838768,2,IDLE,-1,NONE,Learning session
1.0.0,4100,2026-08-10-001,FOIL_001,50.343735,0.142352,0.176470,0.051632,747.679803,22.983188,22.593190,21.527222,21.639004,21.673106,21.745593,21.922303,21.908254,21.999207,3842.595866,False,-0.036567,0.006286,1.087656,-0.067992,-1.458387,-4.001406,0.000164,0.008263,0,True,True,40.552403,-105.162802,0.104055,27.573270,2,IDLE,-1,NONE,Learning session
1.0.0,4200,2026-08-10-001,FOIL_001,50.343538,0.146863,0.180553,0.045566,239.337679,22.982782,22.593025,21.614232,21.704354,21.809840,21.813457,21.888556,22.052644,21.999188,3873.257715,False,0.008502,-0.014713,1.040642,9.984318,0.374380,-2.589390,0.000168,0.008468,0,True,True,40.552398,-105.162801,0.088522,27.502610,2,IDLE,-1,NONE,Learning session
1.0.0,4300,2026-08-10-001,FOIL_001,50.343832,0.139933,0.178987,0.032742,740.865224,22.982375,22.592859,21.585096,21.684766,21.755665,21.824319,21.879006,21.965368,21.999168,3841.440474,False,0.017893,-0.039238,1.020151,0.984515,-6.838563,1.181607,0.000172,0.008664,0,True,True,40.552400,-105.162802,0.061603,28.059495,2,IDLE,-1,NONE,Learning session
1.0.0,4400,2026-08-10-001,FOIL_001,50.343973,0.136570,0.177568,0.052329,819.705933,22.981968,22.592694,21.681125,21.705546,21.726906,21.802008,21.872109,21.965954,21.999149,3853.572266,False,0.035105,-0.084896,1.056230,1.490872,-3.339284,-4.431841,0.000176,0.008855,0,True,True,40.552403,-105.162794,0.079560,27.591663,2,IDLE,-1,NONE,Learning session
1.0.0,4500,2026-08-10-001,FOIL_001,50.343367,0.150583,0.188575,0.047205,484.459651,22.981562,22.592529,21.650547,21.699404,21.761568,21.811470,21.858099,21.984669,21.999130,3849.143628,False,0.011586,-0.038384,1.099884,-3.673667,0.912207,5.194490,0.000180,0.009065,0,True,True,40.552406,-105.162792,0.211146,27.483455,2,IDLE,-1,NONE,Learning session
1.0.0,4600,2026-08-10-001,FOIL_001,50.343742,0.141783,0.183284,0.055476,809.051125,22.981156,22.592364,21.556088,21.687350,21.774109,21.870349,21.887645,21.914421,21.999111,3851.764506,False,0.096506,0.014052,0.974504,8.699425,-7.504179,0.951766,0.000184,0.009264,0,True,True,40.552404,-105.162795,0.122248,29.027106,2,IDLE,-1,NONE,Learning session
1.0.0,4700,2026-08-10-001,FOIL_001,50.343931,0.137310,0.173150,0.033102,779.252362,22.980749,22.592199,21.574172,21.693154,21.738035,21.877968,21.900491,21.975080,21.999091,3872.991492,False,-0.041813,-0.037307,1.034124,-1.313518,4.518604,1.307316,0.000188,0.009456,0,True,True,40.552401,-105.162792,0.000000,29.865858,2,IDLE,-1,NONE,Learning session
1.0.0,4800,2026-08-10-001,FOIL_001,50.343606,0.144789,0.183579,0.074059,1333.841338,22.980344,22.592034,21.584605,21.675168,21.742993,21.893996,21.933192,21.962141,21.999072,3841.351840,False,0.134358,0.102634,0.980265,-3.968411,-5.476113,-0.555015,0.000192,0.009658,0,True,True,40.552406,-105.162801,0.358242,29.954484,2,IDLE,-1,NONE,Learning session
1.0.0,4900,2026-08-10-001,FOIL_001,50.344089,0.133485,0.170523,0.057963,883.131335,22.979937,22.591868,21.627313,21.720422,21.780223,21.839229,21.882247,21.919295,21.999053,3892.458011,False,-0.020700,-0.084939,1.014816,8.373865,4.173425,-0.759519,0.000196,0.009845,0,True,True,40.552403,-105.162799,0.038087,28.276240,2,IDLE,-1,NONE,Learning session
1.0.0,5000,2026-08-10-001,FOIL_001,50.342928,0.160398,0.208222,0.049289,858.939999,22.979533,22.591704,21.605205,21.759054,21.763492,21.816137,21.978206,22.008408,21.999034,3865.496614,False,-0.023207,0.000187,1.070600,-0.957541,5.516127,-4.550498,0.000200,0.010069,0,True,True,40.552402,-105.162797,0.027665,24.899494,2,IDLE,-1,NONE,Learning session
1.0.0,5100,2026-08-10-001,FOIL_001,50.344071,0.133723,0.165997,0.058344,525.790095,22.979127,22.591539,21.641189,21.653786,21.759325,21.843007,21.929729,21.922435,21.999014,3834.113742,False,0.069797,0.060186,1.044652,-10.641310,-4.724364,0.797163,0.000204,0.010256,0,True,True,40.552400,-105.162797,0.039012,27.034633,2,IDLE,-1,NONE,Learning session
1.0.0,5200,2026-08-10-001,FOIL_001,50.343759,0.140893,0.172683,0.047703,1199.009501,22.978721,22.591374,21.549987,21.712384,21.757678,21.771159,21.931224,21.974121,21.998995,3854.348089,False,0.007409,-0.000279,1.045976,-3.350500,-0.902037,1.511036,0.000208,0.010453,0,True,True,40.552405,-105.162803,0.160941,29.596320,2,IDLE,-1,NONE,Learning session
1.0.0,5300,2026-08-10-001,FOIL_001,50.343737,0.141343,0.182181,0.045719,963.554115,22.978316,22.591209,21.660996,21.650384,21.728364,21.848899,21.945914,21.991057,21.998976,3863.395922,False,-0.007610,-0.023500,0.908040,2.860405,-1.187233,-0.061415,0.000212,0.010651,0,True,True,40.552406,-105.162800,0.114377,27.475360,2,IDLE,-1,NONE,Learning session
1.0.0,5400,2026-08-10-001,FOIL_001,50.343293,0.151579,0.187532,0.046013,810.428017,22.977912,22.591044,21.604799,21.671369,21.769430,21.838312,21.937865,21.946820,21.998957,3871.244140,False,-0.114487,0.098240,1.047935,3.455633,-3.917482,-3.516201,0.000216,0.010863,0,True,True,40.552401,-105.162792,0.174432,27.823331,2,IDLE,-1,NONE,Learning session
1.0.0,5500,2026-08-10-001,FOIL_001,50.343619,0.143907,0.178555,0.048852,894.134010,22.977507,22.590880,21.542776,21.678961,21.660517,21.853878,21.897145,21.947171,21.998938,3861.630412,False,0.030260,-0.046563,1.090667,-5.772905,-6.160407,2.213708,0.000220,0.011064,0,True,True,40.552405,-105.162793,0.088521,27.228665,2,IDLE,-1,NONE,Learning session
1.0.0,5600,2026-08-10-001,FOIL_001,50.343709,0.141746,0.178905,0.048778,784.025615,22.977102,22.590715,21.604422,21.704591,21.762690,21.829588,21.927977,21.952214,21.998918,3834.097669,False,-0.001012,0.016313,0.995964,-2.891708,8.905730,-0.699221,0.000224,0.011262,0,True,True,40.552401,-105.162803,0.281899,29.692847,2,IDLE,-1,NONE,Learning session
1.0.0,5700,2026-08-10-001,FOIL_001,50.343998,0.134926,0.173851,0.060122,911.993005,22.976697,22.590550,21.658884,21.682658,21.790751,21.787255,21.913498,21.974050,21.998899,3844.578978,False,0.047226,-0.002762,0.941323,9.090379,0.189747,2.874578,0.000227,0.011451,0,True,True,40.552404,-105.162796,0.074111,27.878865,2,IDLE,-1,NONE,Learning session
1.0.0,5800,2026-08-10-001,FOIL_001,50.343973,0.135432,0.172055,0.065252,1481.838861,22.976292,22.590385,21.644626,21.722388,21.739469,21.808274,21.942347,21.961077,21.998879,3827.526246,False,-0.011082,0.027402,0.943962,-1.982984,4.685612,-2.096982,0.000231,0.011640,0,True,True,40.552405,-105.162803,0.169695,28.508049,2,IDLE,-1,NONE,Learning session
1.0.0,5900,2026-08-10-001,FOIL_001,50.343645,0.142988,0.178774,0.055538,959.589759,22.975887,22.590220,21.633958,21.713589,21.756035,21.858231,22.026008,21.950614,21.998860,3855.547837,False,0.077944,-0.001195,1.192968,1.721416,2.995830,1.478195,0.000235,0.011840,0,True,True,40.552405,-105.162797,0.000000,25.196400,2,IDLE,-1,NONE,Learning session
1.0.0,6000,2026-08-10-001,FOIL_001,50.344007,0.134491,0.168027,0.058312,884.364218,22.975482,22.590055,21.572763,21.613293,21.753909,21.873694,21.905960,21.970360,21.998841,3857.418601,False,-0.098741,0.066752,0.991874,-0.679753,1.515647,4.920706,0.000239,0.012028,0,True,True,40.552404,-105.162789,0.088803,28.144162,2,IDLE,-1,NONE,Learning session
1.0.0,6100,2026-08-10-001,FOIL_001,50.343553,0.144981,0.188776,0.045972,602.524256,22.975079,22.589891,21.645872,21.664550,21.744463,21.808362,21.919855,21.984380,21.998822,3857.704850,False,-0.145946,-0.023605,1.093134,-3.112605,3.462822,3.120394,0.000243,0.012231,0,True,True,40.552408,-105.162802,0.268088,28.296263,2,IDLE,-1,NONE,Learning session
1.0.0,6200,2026-08-10-001,FOIL_001,50.343738,0.140592,0.178415,0.066247,1038.197713,22.974674,22.589726,21.569692,21.678696,21.753399,21.823853,21.936136,22.066960,21.998802,3840.452385,False,-0.056242,-0.034331,1.051551,-0.510476,-5.425214,1.775342,0.000247,0.012428,0,True,True,40.552401,-105.162800,0.134361,29.280188,2,IDLE,-1,NONE,Learning session
1.0.0,6300,2026-08-10-001,FOIL_001,50.343578,0.144223,0.186327,0.051442,558.060981,22.974271,22.589562,21.630595,21.733205,21.807977,21.823787,21.927468,21.943049,21.998783,3856.948519,False,0.052700,0.096662,1.103634,-3.234320,-5.434356,4.171287,0.000251,0.012629,0,True,True,40.552408,-105.162801,0.000000,29.012830,2,IDLE,-1,NONE,Learning session
1.0.0,6400,2026-08-10-001,FOIL_001,50.343971,0.135011,0.173609,0.055316,1345.396655,22.973866,22.589397,21.657130,21.596128,21.752184,21.860105,21.909313,22.012352,21.998764,3880.378867,False,-0.072633,-0.086580,0.982864,-2.996225,5.825547,1.072201,0.000255,0.012818,0,True,True,40.552405,-105.162799,0.133213,27.889501,2,IDLE,-1,NONE,Learning session
1.0.0,6500,2026-08-10-001,FOIL_001,50.344152,0.130728,0.164569,0.031619,846.615002,22.973462,22.589232,21.623974,21.662662,21.773374,21.823975,21.823497,21.900465,21.998744,3895.541102,False,-0.081416,0.178116,1.000511,0.711277,-8.347327,-1.956958,0.000258,0.013001,0,True,True,40.552405,-105.162797,0.078201,30.151156,2,IDLE,-1,NONE,Learning session
1.0.0,6600,2026-08-10-001,FOIL_001,50.343875,0.137080,0.175453,0.036964,988.053207,22.973058,22.589067,21.652370,21.686079,21.816175,21.844589,21.928644,21.952699,21.998725,3873.037245,False,-0.089661,0.017560,1.090602,9.611981,1.225345,1.826181,0.000262,0.013193,0,True,True,40.552410,-105.162802,0.012440,28.250155,2,IDLE,-1,NONE,Learning session
1.0.0,6700,2026-08-10-001,FOIL_001,50.344062,0.132655,0.170306,0.043747,825.602692,22.972654,22.588902,21.658228,21.684765,21.742182,21.794548,21.951603,21.992116,21.998706,3868.479078,False,-0.014629,0.073096,0.941040,-1.234540,-2.519177,-1.500654,0.000266,0.013378,0,True,True,40.552408,-105.162794,0.137731,28.987040,2,IDLE,-1,NONE,Learning session
1.0.0,6800,2026-08-10-001,FOIL_001,50.344059,0.132657,0.164763,0.063498,1134.647658,22.972249,22.588737,21.643706,21.754481,21.789159,21.893991,21.898420,21.965307,21.998686,3862.422317,False,0.056876,-0.052035,1.037754,1.189418,-1.517014,2.517743,0.000269,0.013564,0,True,True,40.552409,-105.162793,0.199829,28.705048,2,IDLE,-1,NONE,Learning session
1.0.0,6900,2026-08-10-001,FOIL_001,50.343897,0.136344,0.169307,0.053665,935.840408,22.971846,22.588573,21.672919,21.735610,21.771158,21.808456,21.885201,21.935263,21.998667,3867.220204,False,-0.044762,-0.040080,0.995903,-2.982122,-2.387159,-2.023877,0.000273,0.013754,0,True,True,40.552408,-105.162799,0.000000,29.282072,2,IDLE,-1,NONE,Learning session
