schema_version,timestamp_ms,session_id,config_id,vesc_vin_V,vesc_battery_A,vesc_motor_A,vesc_duty,vesc_erpm,vesc_mosfet_C,vesc_motor_or_safety_ntc_C,pack1_C,pack2_C,pack3_C,pack4_C,pack5_C,pack6_C,enclosure_C,water_adc,water_alarm,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,amp_hours,watt_hours,fault_code,remote_ok,sd_ok,gps_lat,gps_lon,gps_speed_mps,gps_course_deg,gps_fix_quality,sim_state,sim_attempt_id,sim_outcome,scenario
1.0.0,1400,2026-08-11-001,FOIL_004,50.343658,0.146326,0.193759,0.043955,741.830149,22.994226,22.597665,21.619036,21.667884,21.845510,21.841802,21.930126,21.976112,21.999728,3845.878188,False,0.092398,-0.047514,1.002439,-0.917953,5.147680,-0.380578,0.000057,0.002876,0,True,True,40.552399,-105.162801,0.075623,27.590388,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,1500,2026-08-11-001,FOIL_004,50.343655,0.146333,0.180907,0.043478,382.196719,22.993816,22.597499,21.584921,21.695251,21.738731,21.858088,21.897008,21.962608,21.999709,3863.284997,False,0.031082,0.058022,1.034440,-6.249491,-1.700851,-1.814870,0.000061,0.003081,0,True,True,40.552403,-105.162802,0.122174,28.663034,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,1600,2026-08-11-001,FOIL_004,50.343158,0.157805,0.206281,0.040479,570.786880,22.993407,22.597334,21.591052,21.690120,21.734789,21.816878,21.949434,21.972170,21.999690,3862.314526,False,-0.034550,0.018423,0.932416,4.930899,-2.143289,-4.026194,0.000066,0.003301,0,True,True,40.552398,-105.162801,0.064654,27.315663,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,1700,2026-08-11-001,FOIL_004,50.343813,0.142472,0.184966,0.043946,542.699296,22.992997,22.597168,21.646630,21.694601,21.738750,21.864229,21.977382,21.991913,21.999670,3837.092408,False,-0.023503,-0.140056,1.048485,2.033335,-0.572031,-4.096819,0.000070,0.003501,0,True,True,40.552403,-105.162803,0.111906,29.227945,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,1800,2026-08-11-001,FOIL_004,50.343901,0.140348,0.174458,0.042841,352.141343,22.992586,22.597001,21.667994,21.659897,21.750499,21.813406,21.865108,21.993649,21.999651,3883.750505,False,-0.055187,0.080699,1.079427,2.076338,3.639253,-4.004799,0.000073,0.003697,0,True,True,40.552401,-105.162800,0.000000,27.403026,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,1900,2026-08-11-001,FOIL_004,50.343645,0.146232,0.178838,0.046343,871.564344,22.992176,22.596835,21.631727,21.679127,21.788968,21.874752,21.943115,22.012318,21.999632,3910.252893,False,0.016440,0.073358,0.898729,9.794341,3.099466,-0.702909,0.000077,0.003901,0,True,True,40.552400,-105.162802,0.250702,27.855071,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,2000,2026-08-11-001,FOIL_004,50.343494,0.149640,0.192882,0.049454,865.518746,22.991767,22.596670,21.574387,21.742729,21.760510,21.839016,21.858139,21.963666,21.999612,3841.481597,False,-0.031598,-0.081234,0.829428,1.167997,4.847284,-5.025126,0.000082,0.004111,0,True,True,40.552398,-105.162792,0.000000,27.870691,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,2100,2026-08-11-001,FOIL_004,50.343589,0.147354,0.190587,0.045252,549.265108,22.991358,22.596504,21.601294,21.706813,21.746075,21.839067,21.935155,21.964202,21.999593,3869.735117,False,-0.053310,0.016243,1.047616,-5.801321,9.590833,-1.986193,0.000086,0.004317,0,True,True,40.552400,-105.162794,0.037473,27.967919,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,2200,2026-08-11-001,FOIL_004,50.343794,0.142506,0.175900,0.047488,504.121074,22.990948,22.596338,21.661092,21.750912,21.753958,21.770082,21.915178,21.984041,21.999574,3864.811242,False,0.044654,0.007444,1.086048,-1.230038,3.269614,5.853806,0.000090,0.004516,0,True,True,40.552400,-105.162803,0.069878,26.971636,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,2300,2026-08-11-001,FOIL_004,50.343767,0.143057,0.181685,0.051914,595.510781,22.990539,22.596172,21.662252,21.724286,21.738781,21.776066,21.938941,22.027788,21.999555,3894.972766,False,0.098564,0.029260,0.998434,1.944278,2.966102,0.170355,0.000094,0.004716,0,True,True,40.552398,-105.162795,0.136457,27.383627,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,2400,2026-08-11-001,FOIL_004,50.343928,0.139226,0.182563,0.053302,1001.354032,22.990129,22.596006,21.585843,21.747048,21.766030,21.851545,21.962061,22.023702,21.999535,3861.858973,False,0.047755,-0.089827,1.116526,3.558913,-8.382900,-3.981054,0.000098,0.004911,0,True,True,40.552401,-105.162804,0.177741,27.851422,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,2500,2026-08-11-001,FOIL_004,50.344080,0.135622,0.173630,0.034500,562.597603,22.989719,22.595840,21.658180,21.691933,21.735691,21.817735,21.939582,21.906172,21.999516,3867.800171,False,-0.097756,0.052588,0.986037,3.734590,-0.834783,-1.330823,0.000101,0.005100,0,True,True,40.552403,-105.162792,0.133458,27.651675,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,2600,2026-08-11-001,FOIL_004,50.343929,0.139049,0.173507,0.052438,42.007387,22.989309,22.595674,21.592898,21.665987,21.734426,21.890271,21.868949,22.059187,21.999496,3874.104960,False,0.045063,-0.028027,1.025587,4.897138,4.580805,-3.033222,0.000105,0.005295,0,True,True,40.552396,-105.162796,0.000000,28.451079,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,2700,2026-08-11-001,FOIL_004,50.343912,0.139364,0.180579,0.053676,465.741347,22.988900,22.595508,21.633270,21.642194,21.749148,21.827546,21.903574,21.982843,21.999477,3878.286142,False,0.076953,-0.000792,0.818061,-3.810887,6.548746,5.400893,0.000109,0.005490,0,True,True,40.552397,-105.162794,0.080949,26.591495,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,2800,2026-08-11-001,FOIL_004,50.344059,0.135869,0.170482,0.053718,906.937717,22.988490,22.595342,21.658291,21.674023,21.778747,21.886810,21.898068,21.985726,21.999458,3872.864787,False,-0.054124,-0.119887,0.915022,3.069341,-3.314337,1.964446,0.000113,0.005680,0,True,True,40.552400,-105.162796,0.116927,28.190622,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,2900,2026-08-11-001,FOIL_004,50.343609,0.146241,0.187605,0.044065,850.721028,22.988082,22.595176,21.664381,21.681597,21.767668,21.821289,21.997742,22.011651,21.999438,3881.390543,False,-0.022630,0.044980,0.933661,6.838760,6.683485,-4.366623,0.000117,0.005884,0,True,True,40.552396,-105.162801,0.056579,28.920210,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,3000,2026-08-11-001,FOIL_004,50.343987,0.137387,0.172639,0.044949,478.088365,22.987673,22.595010,21.652919,21.699299,21.734263,21.822907,21.950526,21.948407,21.999419,3847.488894,False,-0.014231,-0.008471,0.917255,-1.754016,-2.889045,3.358602,0.000121,0.006076,0,True,True,40.552403,-105.162794,0.279603,28.330837,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,3100,2026-08-11-001,FOIL_004,50.344078,0.135180,0.172779,0.052901,109.241065,22.987264,22.594844,21.621683,21.726632,21.787677,21.848392,21.969913,21.969399,21.999400,3865.362644,False,-0.007215,0.048015,1.111650,-4.142826,2.971553,-1.527471,0.000124,0.006265,0,True,True,40.552396,-105.162799,0.000000,27.561180,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,3200,2026-08-11-001,FOIL_004,50.344017,0.136537,0.173257,0.051430,1226.536608,22.986855,22.594678,21.622377,21.697291,21.717110,21.806999,21.908843,21.981701,21.999380,3862.917006,False,0.040538,-0.157956,1.092563,-0.720166,10.079375,5.952474,0.000128,0.006456,0,True,True,40.552405,-105.162796,0.157618,30.202461,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,3300,2026-08-11-001,FOIL_004,50.344002,0.136793,0.179145,0.042780,349.988329,22.986446,22.594512,21.650763,21.724953,21.724573,21.843019,21.918814,21.947723,21.999361,3863.696552,False,-0.024089,-0.103760,0.877505,-3.932066,4.926231,2.787450,0.000132,0.006648,0,True,True,40.552405,-105.162802,0.017406,29.475838,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,3400,2026-08-11-001,FOIL_004,50.344370,0.128165,0.167850,0.057547,595.277641,22.986037,22.594346,21.626990,21.722334,21.780120,21.853201,21.923808,22.037817,21.999341,3830.524641,False,0.024000,-0.107995,1.043971,1.455553,-0.783252,-4.092312,0.000136,0.006827,0,True,True,40.552402,-105.162801,0.081995,28.482448,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,3500,2026-08-11-001,FOIL_004,50.343905,0.138905,0.173072,0.042272,578.116604,22.985628,22.594180,21.704228,21.649265,21.781325,21.813097,21.858788,22.020220,21.999322,3844.558547,False,-0.027274,0.049694,0.936094,-5.018333,1.387686,-0.690180,0.000139,0.007021,0,True,True,40.552401,-105.162799,0.000000,29.413066,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,3600,2026-08-11-001,FOIL_004,50.343672,0.144237,0.179757,0.043662,637.782399,22.985221,22.594015,21.630433,21.620281,21.812079,21.804052,21.924883,21.951308,21.999303,3854.015960,False,-0.103248,0.087626,0.974446,-0.307663,1.360815,1.573284,0.000143,0.007223,0,True,True,40.552404,-105.162798,0.000000,27.088864,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,3700,2026-08-11-001,FOIL_004,50.343601,0.145817,0.188584,0.041504,467.360038,22.984814,22.593850,21.720982,21.685949,21.724264,21.837936,21.895443,21.985654,21.999283,3865.254881,False,-0.100791,-0.022910,0.922217,2.235594,-6.094761,-6.151007,0.000148,0.007427,0,True,True,40.552406,-105.162801,0.000000,27.749700,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,3800,2026-08-11-001,FOIL_004,50.344044,0.135418,0.180975,0.030699,395.946632,22.984406,22.593684,21.591659,21.696995,21.822048,21.845466,21.917568,21.959754,21.999264,3852.531200,False,0.103158,-0.005008,1.051691,2.885310,-4.192255,0.168158,0.000151,0.007616,0,True,True,40.552407,-105.162800,0.251608,29.146480,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,3900,2026-08-11-001,FOIL_004,50.343606,0.145539,0.191224,0.039795,155.117090,22.983999,22.593519,21.617306,21.680371,21.777014,21.847573,21.884022,22.013501,21.999245,3879.966943,False,0.063906,0.068487,1.070144,-3.471355,0.982441,3.584741,0.000155,0.007820,0,True,True,40.552397,-105.162801,0.043019,29.870671,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,4000,2026-08-11-001,FOIL_004,50.343821,0.140460,0.179634,0.049276,570.059492,22.983592,22.593353,21.685643,21.714034,21.712975,21.799998,21.905716,21.962794,21.999225,3849.373058,False,-0.079049,-0.000762,0.980199,1.412764,6.245007,-0.756913,0.000159,0.008016,0,True,True,40.552396,-105.162795,0.000000,26.030237,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,4100,2026-08-11-001,FOIL_004,50.343593,0.145675,0.187630,0.060034,645.825147,22.983185,22.593188,21.637246,21.682342,21.751546,21.823600,21.848280,21.938589,21.999206,3849.102747,False,0.061480,-0.080828,0.999762,-0.124267,3.549882,4.062072,0.000163,0.008220,0,True,True,40.552404,-105.162802,0.084594,27.236362,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,4200,2026-08-11-001,FOIL_004,50.344411,0.126566,0.163600,0.060546,1551.558167,22.982776,22.593022,21.589615,21.740596,21.768884,21.828087,21.938299,21.982001,21.999187,3846.010502,False,0.056164,-0.024379,0.874923,0.521875,1.865475,-2.108323,0.000167,0.008397,0,True,True,40.552403,-105.162799,0.178755,30.367072,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,4300,2026-08-11-001,FOIL_004,50.344376,0.127321,0.164655,0.035594,337.009931,22.982368,22.592856,21.704904,21.608427,21.727451,21.818677,21.858589,21.974741,21.999167,3878.597793,False,-0.061881,0.111604,1.062636,-8.955083,6.602063,4.180937,0.000170,0.008575,0,True,True,40.552400,-105.162798,0.091500,26.433533,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,4400,2026-08-11-001,FOIL_004,50.344217,0.130946,0.168532,0.034262,1233.465639,22.981960,22.592690,21.666972,21.691917,21.791233,21.804071,21.922862,22.005315,21.999148,3872.520056,False,0.130385,0.095810,0.951596,4.542746,-1.437217,-0.628693,0.000174,0.008758,0,True,True,40.552404,-105.162799,0.065355,27.612207,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,4500,2026-08-11-001,FOIL_004,50.343694,0.143015,0.183870,0.052450,769.962171,22.981554,22.592525,21.539692,21.615966,21.787915,21.912016,21.956216,21.918328,21.999128,3878.080354,False,-0.017223,0.080042,1.017309,2.408813,-11.787179,-0.140587,0.000178,0.008958,0,True,True,40.552403,-105.162794,0.036179,29.033773,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,4600,2026-08-11-001,FOIL_004,50.343706,0.142663,0.179660,0.059743,849.364856,22.981148,22.592360,21.610583,21.688880,21.777360,21.861547,21.949223,21.959155,21.999109,3839.172786,False,0.020862,-0.047605,1.032740,6.106148,-2.265603,-0.682660,0.000182,0.009157,0,True,True,40.552402,-105.162796,0.185754,27.389200,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,4700,2026-08-11-001,FOIL_004,50.343532,0.146637,0.188319,0.057524,208.626581,22.980742,22.592195,21.602811,21.638937,21.690140,21.805838,21.899494,22.053693,21.999090,3836.571816,False,0.022784,-0.014836,1.051296,0.453279,0.978354,-4.910598,0.000186,0.009362,0,True,True,40.552401,-105.162790,0.055606,30.013706,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,4800,2026-08-11-001,FOIL_004,50.344153,0.132096,0.172221,0.054762,538.253923,22.980335,22.592030,21.620046,21.694139,21.773726,21.844896,21.893610,21.960052,21.999071,3870.490519,False,-0.085109,0.054325,1.079246,-4.978545,3.845324,2.430949,0.000190,0.009547,0,True,True,40.552407,-105.162793,0.072457,29.256774,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,4900,2026-08-11-001,FOIL_004,50.343483,0.147619,0.184428,0.057359,420.999457,22.979930,22.591865,21.589875,21.687359,21.768088,21.795031,21.981455,21.975596,21.999051,3881.530233,False,0.062683,0.051965,0.996139,5.730834,-2.654631,-3.572110,0.000194,0.009754,0,True,True,40.552400,-105.162799,0.000000,29.383526,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,5000,2026-08-11-001,FOIL_004,50.343319,0.151341,0.185408,0.053733,881.110029,22.979525,22.591701,21.626709,21.757234,21.780743,21.914383,21.934431,21.906906,21.999032,3863.510854,False,0.043022,-0.030550,1.006410,-7.644498,-2.297357,1.710445,0.000198,0.009965,0,True,True,40.552409,-105.162798,0.099411,27.828181,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,5100,2026-08-11-001,FOIL_004,50.344213,0.130474,0.170975,0.054461,886.513268,22.979119,22.591535,21.648805,21.701181,21.800845,21.890111,21.909171,22.018487,21.999013,3844.666700,False,-0.058760,0.110423,1.006145,3.508633,5.171355,-3.229781,0.000202,0.010148,0,True,True,40.552400,-105.162797,0.133781,27.785773,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,5200,2026-08-11-001,FOIL_004,50.343920,0.137213,0.168618,0.044765,343.874043,22.978713,22.591370,21.629110,21.673317,21.737850,21.860751,21.960617,21.968098,21.998993,3835.967467,False,-0.071334,0.057450,0.968363,-2.982086,-1.982971,-2.168936,0.000205,0.010340,0,True,True,40.552401,-105.162794,0.000000,29.654553,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,5300,2026-08-11-001,FOIL_004,50.343922,0.137073,0.172963,0.058479,1022.186267,22.978307,22.591205,21.663176,21.712598,21.740467,21.859754,21.937077,21.986815,21.998974,3882.950102,False,-0.021436,0.068640,1.093902,7.497142,-3.396934,0.474138,0.000209,0.010531,0,True,True,40.552405,-105.162791,0.033785,27.385361,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,5400,2026-08-11-001,FOIL_004,50.343411,0.148870,0.185277,0.035796,739.662855,22.977902,22.591040,21.624584,21.699573,21.758830,21.893685,21.898527,22.016056,21.998955,3877.825097,False,-0.064660,-0.097266,0.964754,-2.473668,-4.555602,-0.323995,0.000213,0.010739,0,True,True,40.552403,-105.162791,0.185739,28.922312,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,5500,2026-08-11-001,FOIL_004,50.343951,0.136252,0.176661,0.039227,794.989052,22.977497,22.590875,21.568063,21.746519,21.749067,21.812721,21.941043,21.974551,21.998936,3888.949066,False,-0.039534,0.051062,1.059723,-8.031250,1.046904,6.663203,0.000217,0.010930,0,True,True,40.552404,-105.162800,0.087682,28.845151,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,5600,2026-08-11-001,FOIL_004,50.343188,0.153912,0.197925,0.067981,809.050297,22.977093,22.590711,21.559347,21.720049,21.764594,21.868373,21.922149,21.943792,21.998917,3902.750068,False,0.126984,-0.008879,1.041830,1.441645,3.449179,-3.334128,0.000221,0.011145,0,True,True,40.552403,-105.162793,0.170896,28.728886,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,5700,2026-08-11-001,FOIL_004,50.343081,0.156310,0.200227,0.048733,866.420847,22.976690,22.590547,21.578320,21.705865,21.700894,21.853184,21.876968,22.016621,21.998898,3861.792482,False,-0.052998,-0.040732,1.002142,4.692948,-8.822868,6.410038,0.000226,0.011364,0,True,True,40.552400,-105.162797,0.056209,27.572874,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,5800,2026-08-11-001,FOIL_004,50.343579,0.144630,0.184923,0.035683,1124.639870,22.976286,22.590382,21.611258,21.772813,21.791062,21.786076,21.894806,21.965522,21.998878,3844.593696,False,0.054266,0.047781,1.027697,-2.583507,3.627846,1.177192,0.000230,0.011566,0,True,True,40.552404,-105.162798,0.000000,29.233927,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,5900,2026-08-11-001,FOIL_004,50.344004,0.134663,0.174092,0.067880,1300.435391,22.975881,22.590217,21.612760,21.691558,21.780282,21.845534,21.885396,22.034598,21.998859,3856.164519,False,-0.037265,-0.049430,0.962712,2.680246,-6.972772,-6.347567,0.000233,0.011754,0,True,True,40.552407,-105.162793,0.116084,26.976271,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,6000,2026-08-11-001,FOIL_004,50.343725,0.141086,0.178360,0.041789,973.118274,22.975477,22.590053,21.667094,21.691972,21.750147,21.821312,21.932948,21.997902,21.998840,3844.723647,False,0.105575,-0.128783,0.984077,-2.439077,-3.638649,3.955429,0.000237,0.011952,0,True,True,40.552405,-105.162797,0.147643,28.210313,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,6100,2026-08-11-001,FOIL_004,50.343507,0.146068,0.186337,0.051397,881.864654,22.975073,22.589888,21.562368,21.625197,21.733018,21.881952,21.924988,21.985730,21.998821,3866.588501,False,-0.038053,-0.012511,0.983874,-6.874737,-0.975291,-2.279442,0.000241,0.012156,0,True,True,40.552404,-105.162795,0.193354,28.862084,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,6200,2026-08-11-001,FOIL_004,50.344100,0.132193,0.170883,0.047771,1349.196133,22.974668,22.589723,21.578003,21.689405,21.783611,21.809606,21.863434,21.937450,21.998801,3855.345328,False,0.009524,0.072260,1.097404,-5.183583,7.014918,0.003822,0.000245,0.012341,0,True,True,40.552406,-105.162797,0.233856,28.519650,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,6300,2026-08-11-001,FOIL_004,50.344293,0.127631,0.162068,0.048680,1165.311471,22.974263,22.589558,21.571941,21.724038,21.798388,21.823846,21.844728,21.982921,21.998782,3876.479408,False,-0.239085,-0.260147,1.131617,-0.659849,-8.682113,-4.585136,0.000249,0.012519,0,True,True,40.552404,-105.162796,0.341361,28.585381,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,6400,2026-08-11-001,FOIL_004,50.343696,0.141441,0.180189,0.050028,778.998638,22.973859,22.589393,21.596561,21.616993,21.765258,21.899287,21.841343,22.056398,21.998763,3861.839670,False,0.103561,-0.052929,0.931009,0.568767,-3.561348,0.300633,0.000253,0.012717,0,True,True,40.552406,-105.162802,0.233871,27.998373,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,6500,2026-08-11-001,FOIL_004,50.343749,0.140139,0.182830,0.052463,1233.717173,22.973455,22.589229,21.615301,21.669529,21.771224,21.862896,21.909233,21.946246,21.998743,3825.430933,False,0.051204,0.073506,1.056515,10.785494,3.290597,4.554512,0.000256,0.012913,0,True,True,40.552405,-105.162799,0.042462,29.029255,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,6600,2026-08-11-001,FOIL_004,50.343725,0.140615,0.185854,0.047425,1091.076158,22.973052,22.589064,21.645699,21.643563,21.821843,21.851642,21.885836,21.916389,21.998724,3852.795949,False,-0.045534,-0.102132,0.982144,1.719297,-2.373903,0.838945,0.000260,0.013110,0,True,True,40.552403,-105.162801,0.000000,29.577993,2,IDLE,-1,NONE,Commissioning repeat
1.0.0,6700,2026-08-11-001,FOIL_004,50.343725,0.140534,0.173846,0.056306,775.152101,22.972648,22.588900,21.562285,21.706603,21.787107,21.767020,21.942368,21.977859,21.998705,3838.001302,False,0.051777,-0.001949,1.054051,2.212762,2.813813,2.262291,0.000264,0.013306,0,True,True,40.552407,-105.162797,0.175816,29.116636,2,IDLE,-1,NONE,Commissioning repeat
